load_id,driver_id,client_id,fuel_id,gallons_loaded,state_tax,excise_tax,note,timestamp
f35190c0-7874-41f3-bef6-010efc718914,D011,C023,F005,626.1,31.31,62.61,Include city few commercial nothing either just.,2025-04-05T09:34:36
d4c2b66f-320e-440d-a22b-a4bbc6bcbff9,D009,C001,F005,887.78,44.39,88.78,Certain kitchen real issue memory morning.,2025-01-03T17:00:06
a0a40acc-ac18-4ccb-ba58-5d460b580709,D010,C005,F001,616.79,30.84,61.68,Enjoy describe stand reflect car stage win.,2025-02-03T04:31:27
de35f987-20e3-4d7b-a288-ff81477ee092,D017,C010,F002,168.35,8.42,16.84,Common local full enjoy race heart more.,2025-01-24T05:16:45
fc9966a6-bd32-49d1-8db4-6743599be83b,D016,C008,F003,402.62,20.13,40.26,May deal answer three.,2025-01-20T19:36:05
fbfefd7e-c02c-4318-9fdb-41bd2848c46a,D010,C016,F004,409.89,20.49,40.99,Generation know magazine ground week.,2025-03-25T17:23:44
54fce3aa-8b33-4bca-a564-9a2d5a409717,D011,C030,F002,382.21,19.11,38.22,Successful start amount word.,2025-03-26T15:15:51
6f170ce8-25c9-4187-8a7c-36487eba4f78,D007,C020,F001,773.72,38.69,77.37,Bill month push begin reality performance.,2025-02-18T07:09:41
ea35f95b-b3d7-4b5d-a3f2-5514bee909ab,D007,C008,F001,947.35,47.37,94.74,Old teacher happy.,2025-04-08T22:01:05
f06f53b1-8fe8-4789-94bf-2009eab1fd5d,D011,C001,F003,862.25,43.11,86.23,Against back quickly size science like standard especially.,2025-03-10T16:20:38
887c2385-7251-4d9f-9c8a-f2d7ab28160e,D005,C002,F003,298.23,14.91,29.82,Father can drive certainly happen set.,2025-03-03T13:27:39
cc21317a-b024-474d-a7b3-1c9651d75c6c,D014,C019,F002,975.96,48.8,97.6,American care science if away.,2025-04-11T10:10:24
2f624787-6c32-436d-8912-82d56441334c,D009,C023,F004,727.38,36.37,72.74,Feel imagine region one popular.,2025-01-25T02:26:06
b088514b-7eb4-4549-8a12-f2795aeb74e2,D010,C017,F004,755.91,37.8,75.59,Opportunity who hard line shake respond visit.,2025-01-12T11:20:28
32b99a74-b141-4cdb-881a-a5bbf0240f24,D006,C021,F001,465.39,23.27,46.54,Find partner various score agree lay.,2025-04-23T11:40:24
5d656490-4f1e-4dff-bce9-a168f8539cff,D002,C003,F003,558.43,27.92,55.84,Call ago sister suffer Democrat upon.,2025-04-19T12:13:24
2c683d09-6904-464d-8d96-ce122c7f9431,D002,C015,F005,632.78,31.64,63.28,Walk item action mother mouth theory.,2025-03-07T14:39:43
b1b596b0-9134-4fa2-8295-de66e3a147ae,D015,C029,F004,953.07,47.65,95.31,Attack citizen plan strategy opportunity much.,2025-01-09T20:31:39
dcf3ef47-3857-4b62-ae21-aac1414082f6,D016,C023,F003,594.5,29.73,59.45,Community onto beyond keep reveal.,2025-03-18T04:55:46
12ab2ca3-c0de-4f9f-83f2-1c0bdece4733,D016,C029,F003,692.48,34.62,69.25,Bit fast gas difficult indeed financial.,2025-04-05T00:01:41
16a427d9-063d-48ac-b52d-f321fa12d7cd,D007,C009,F003,675.49,33.77,67.55,Move position significant parent upon put many.,2025-03-12T13:29:55
62d2acc7-b622-459e-8a65-1b3765d2fa3c,D008,C020,F005,444.13,22.21,44.41,Teach program mean.,2025-05-03T21:36:19
8407cdda-718a-484e-b110-40b88c00e0cb,D003,C012,F005,637.07,31.85,63.71,Half see then attorney before central care.,2025-02-03T11:41:06
afdd75e1-d9ad-43e1-8b32-2db9beee24aa,D019,C025,F004,975.42,48.77,97.54,Painting simply risk simply.,2025-03-16T17:20:20
06b6f24c-4387-454b-a242-09c8634eec06,D015,C011,F001,487.42,24.37,48.74,Commercial maybe describe.,2025-02-27T20:15:54
cc4f9c61-0456-4c13-bdd9-c876adf77565,D012,C030,F001,199.41,9.97,19.94,Fear visit mother yeah.,2025-02-26T14:45:21
774fbf66-61e6-44c5-9f7d-ce344627fd41,D005,C011,F002,463.69,23.18,46.37,Image themselves public pattern now prepare.,2025-02-16T22:15:19
e4bf27e0-9266-499f-95b6-a7384f266ad6,D016,C004,F004,389.94,19.5,38.99,Moment pick sister admit month condition.,2025-02-07T17:43:34
31b168bc-cc95-42ee-9b1d-5d7af1d2990d,D013,C006,F004,967.02,48.35,96.7,Ground Democrat in.,2025-04-18T03:04:20
c783107c-2800-42d3-bb39-f33b774e2218,D009,C005,F001,650.11,32.51,65.01,World me card people they them environment.,2025-02-16T06:58:15
9c91cf9f-4625-4690-a999-d6662bd6c0ef,D011,C002,F004,457.92,22.9,45.79,Music social possible action success growth kid.,2025-04-03T16:58:14
3b1c23eb-b24a-436f-8d3a-8b2b650fb4b0,D008,C019,F002,865.12,43.26,86.51,Political choose practice.,2025-04-05T14:01:11
f9b797c5-a0f6-4e06-ba16-53c82fa7c026,D002,C009,F003,822.38,41.12,82.24,Loss management everyone.,2025-02-05T13:21:59
877f9df3-9c8b-463e-959a-f88312f9ac2d,D007,C011,F001,133.99,6.7,13.4,Themselves eat rise production push interest.,2025-04-25T12:00:27
80cafb2a-b335-46dd-a3aa-48c64b834966,D010,C003,F003,387.27,19.36,38.73,Education evidence improve toward.,2025-02-28T12:08:47
023711c9-7b79-4d39-8a7b-3d9afab4831f,D007,C003,F002,924.9,46.25,92.49,Exactly matter tax her plant appear unit.,2025-04-23T06:25:52
6d5df8b0-2977-4899-be49-b09799860522,D004,C030,F002,266.56,13.33,26.66,Film large another project new always tough.,2025-02-01T13:54:26
c32e7311-10cf-4e27-b744-1aae96fbd701,D002,C024,F004,512.1,25.61,51.21,Image generation significant organization want low star.,2025-01-18T14:57:42
b22d1756-2586-48b7-8daf-13e08d935e00,D008,C027,F003,854.22,42.71,85.42,Sign them easy eight hear power rather.,2025-03-05T12:58:10
aa1751fd-6dbb-4b3c-8319-2bcbd5e60143,D011,C012,F005,941.84,47.09,94.18,Son party region responsibility.,2025-01-06T01:16:21
3366f46b-1c38-4b22-b7f8-72a763cfc5d6,D019,C016,F002,670.19,33.51,67.02,Admit prepare generation than general say available.,2025-03-18T16:56:24
7973f749-e05b-4459-a9fb-f4d647a70fd0,D001,C005,F004,189.22,9.46,18.92,Major key remember watch whether cultural white.,2025-03-03T17:12:33
8324cc49-e0da-4fe8-b3ee-09a43bb8ad02,D012,C014,F004,403.76,20.19,40.38,Morning end glass difference level put.,2025-01-15T03:23:10
289cb7fb-7c4d-46f5-bcbb-cd036ae428d6,D006,C022,F001,550.51,27.53,55.05,Game ago then value source provide.,2025-01-04T12:05:28
16ceacb7-e622-4b31-99d7-7adab4f36864,D009,C006,F004,793.01,39.65,79.3,Doctor rise per hear.,2025-02-26T10:24:22
a96d9052-ec81-4587-bdf6-78b9a1475ac9,D003,C023,F002,968.98,48.45,96.9,Development eye just.,2025-01-27T18:57:16
6641999d-cc98-4556-9f5b-eb39f822d37c,D014,C026,F004,355.16,17.76,35.52,Gas service benefit.,2025-01-15T18:32:11
83c68623-4664-4067-8257-96e4e2e58980,D014,C005,F001,255.32,12.77,25.53,Lose pull decide watch.,2025-01-04T00:27:04
2b55c97b-a913-4559-90fd-14ad9a138a9d,D007,C025,F002,653.5,32.68,65.35,Shake kid common then term race.,2025-02-18T03:48:10
153be433-7a21-40b4-964a-a47981c0e91e,D013,C006,F004,295.09,14.75,29.51,Become possible allow past.,2025-01-23T14:10:10
252747b5-6147-4e01-a734-159a480c676c,D016,C020,F001,135.35,6.77,13.54,Toward enter pay past field.,2025-01-31T18:47:54
528b6c21-6daa-44bb-9302-3d82491e16a6,D010,C010,F003,843.68,42.18,84.37,Look hope science site window.,2025-03-11T04:03:34
2eefba32-3082-46d6-b5d7-7bf66c00b126,D015,C012,F002,126.2,6.31,12.62,Happen not second inside.,2025-01-26T08:24:17
292f8c04-aea0-437a-a20d-b8c67b13da07,D015,C022,F003,682.22,34.11,68.22,Simply with place turn.,2025-04-14T20:04:08
1c16fd1d-15c8-44d0-a5d6-181b90716751,D003,C017,F001,352.82,17.64,35.28,Attention form cut daughter series.,2025-04-15T04:53:34
6c113539-350a-455a-92bd-a0e88efc64ea,D018,C027,F005,664.96,33.25,66.5,Opportunity treat government though and.,2025-03-26T09:28:38
c5e9e6c7-96d3-4c9c-8b0d-16b86b46b8cd,D011,C006,F001,435.22,21.76,43.52,Cause fine research heart enter.,2025-03-23T04:56:21
421cc1a8-7fe8-4e86-a7ab-373587cd3cff,D008,C011,F004,664.67,33.23,66.47,Staff right me quite floor pretty goal push.,2025-01-25T07:06:27
b58aca8a-02ce-44e7-a006-0f0ba8c94dbd,D010,C016,F004,798.3,39.91,79.83,Address culture player may.,2025-02-15T15:17:14
21f2f468-5f75-40a4-8bc1-753a42b9ef48,D010,C017,F005,521.3,26.06,52.13,No clear house worry better drop into.,2025-01-29T15:13:07
f3375df1-6933-4d6e-a002-328c53b1687e,D016,C024,F005,726.07,36.3,72.61,Attorney strategy indicate.,2025-01-16T21:33:27
1969c237-bdef-4cdd-b4e4-82766dfc7d13,D008,C029,F002,879.35,43.97,87.94,Federal adult executive recently strong.,2025-01-13T19:48:09
00cf826c-4e7b-4278-98bb-04edf7914cbc,D009,C024,F003,547.76,27.39,54.78,Energy ten once agreement.,2025-01-04T02:15:37
8c908729-994c-4f5b-8857-d7bc3d12cf14,D020,C029,F001,917.99,45.9,91.8,Per task agent produce.,2025-03-06T01:19:44
ed682d65-430a-414a-8919-9a63dc1d86a8,D010,C026,F001,390.92,19.55,39.09,Just program within true shake them rock school.,2025-01-25T07:10:55
421dc8be-8b83-493f-9c0b-1ae8825d0050,D006,C027,F003,402.57,20.13,40.26,Certain both least building white.,2025-01-30T08:28:16
29b53e28-0e28-4452-a940-bc7174467aa2,D018,C023,F003,487.03,24.35,48.7,Yet school street leg threat interest.,2025-01-02T03:25:40
807c9a5f-7a78-4f53-bd27-e854871c9ba5,D010,C006,F002,522.04,26.1,52.2,Guess day wind father value science provide.,2025-01-08T12:37:50
99934e57-8e89-4fa2-babb-bee4278f2c8b,D012,C002,F002,105.31,5.27,10.53,May nothing tend arrive tell edge.,2025-04-23T11:20:24
52bc7780-abd5-4530-bb2d-f5304fe50afd,D007,C018,F001,569.69,28.48,56.97,Tell sort easy give bank music customer half.,2025-03-05T13:00:16
a42ddf7e-c25e-421c-aaca-d861869cc55c,D003,C007,F001,166.93,8.35,16.69,Activity source wonder carry become front conference cost.,2025-02-26T00:39:56
58dfe33e-1ef3-42dc-96bc-674bf0efef5b,D005,C005,F002,166.63,8.33,16.66,Describe image not reach toward sing entire.,2025-02-19T20:45:59
b0cd40cb-c7b0-48ff-908c-9d5ae0a5bfd7,D018,C008,F005,127.84,6.39,12.78,Ok local election.,2025-02-04T13:12:25
88afc54d-bdc7-4507-ad77-19c9917460e0,D002,C002,F004,873.09,43.65,87.31,Air compare here or speech.,2025-04-06T14:16:25
04bcb483-0e10-442d-917f-02c2a793fead,D015,C023,F005,432.79,21.64,43.28,Economy college to able minute deep history.,2025-03-15T09:56:40
c26e45dc-a480-445a-9e66-0b39b291cd46,D015,C006,F005,545.06,27.25,54.51,Where all some none money mean administration heavy.,2025-04-30T08:58:33
beb3db9a-d1af-4e53-90c4-14739f1429b7,D018,C009,F005,368.96,18.45,36.9,Call newspaper common result book next.,2025-04-18T08:05:48
6eb334ff-0bc7-4d7a-889e-872fa92cede8,D014,C013,F003,192.75,9.64,19.28,Help country without specific.,2025-04-14T09:54:35
dcbedb39-8785-42e7-b72f-e133be7f34db,D003,C007,F003,148.22,7.41,14.82,North in become best keep toward.,2025-02-03T07:30:05
1339070b-58c2-4fa2-a424-4f34b02b4ff8,D007,C002,F003,170.46,8.52,17.05,Finally billion people traditional writer safe air ask.,2025-05-01T05:17:41
a7569219-4cdf-41ab-a25b-9c02a3392615,D010,C015,F002,614.87,30.74,61.49,Measure international project because but.,2025-04-13T00:58:24
f566cc55-6cc3-4adb-82b7-9dbcd9af1c94,D016,C025,F004,834.45,41.72,83.45,Run nor color.,2025-03-22T16:24:59
4a92ab44-9399-47c3-93cf-d97b1dc866e4,D013,C007,F001,996.97,49.85,99.7,Speech Mrs fall include detail.,2025-04-10T02:46:15
2465c743-4d3e-454a-aab9-e57727d62743,D017,C004,F004,148.39,7.42,14.84,Money reality subject but Republican consumer care eat.,2025-04-01T00:30:44
76a9525e-2f35-49ec-8c87-5e3fa70544b6,D006,C028,F002,135.22,6.76,13.52,What involve more media worker pretty.,2025-01-17T04:08:30
0d5474fe-9d08-462d-ad70-9bd47cb4a4a2,D014,C020,F003,606.23,30.31,60.62,Soldier range goal yourself family theory doctor.,2025-02-23T21:22:53
ea17aefc-6510-4379-9c0b-ac4f41b72432,D004,C015,F003,861.58,43.08,86.16,Water probably table manage here million later.,2025-02-09T20:05:55
479cf616-5901-4743-ac37-2eb651f07e7f,D001,C027,F004,271.08,13.55,27.11,Night no measure management call try run stand.,2025-01-04T13:23:51
48d5fd6e-7792-4a32-9f6b-51d7d5c425f9,D013,C001,F002,337.56,16.88,33.76,Itself heavy top south across.,2025-03-07T01:43:41
9e68c495-6fbe-414a-9dcd-77ebadca6cf7,D009,C007,F004,444.18,22.21,44.42,Media describe father occur ten likely ask.,2025-01-22T23:00:27
dcf921da-5f3e-4346-81fd-ca63e3024cf0,D014,C028,F003,145.29,7.26,14.53,Company compare sound minute computer condition various.,2025-01-23T07:59:00
e4ef4fb1-11af-4164-a95d-4245e868fc7f,D018,C012,F003,758.33,37.92,75.83,Break involve other computer another area.,2025-02-12T01:45:12
d5153b0d-6380-4302-ace4-425e914384cd,D002,C012,F005,577.63,28.88,57.76,Along blue about rock full individual.,2025-04-28T15:21:00
afab9bf9-01b3-4b64-9a67-a2a2f73cc2a3,D018,C026,F002,297.38,14.87,29.74,Probably edge officer wide he size management.,2025-04-08T11:00:14
7ac84269-c851-4175-91b2-400e975d6370,D010,C012,F002,245.03,12.25,24.5,Down become yes report.,2025-01-01T15:03:33
3c869021-d070-465a-9e20-0e761fe9f0c5,D015,C007,F003,232.35,11.62,23.23,Despite free man director.,2025-04-22T01:38:52
c148df81-fdb9-4fb3-bbc2-f8eb2f17f77a,D017,C004,F005,367.59,18.38,36.76,Something these or.,2025-02-11T02:37:40
dcd12f6b-954e-46c9-940f-d4527d1f392f,D019,C002,F002,968.72,48.44,96.87,Data apply Mr future popular.,2025-01-31T05:32:54
71f626c5-6802-4a1d-a316-8db3982699ff,D011,C012,F005,186.81,9.34,18.68,Group piece writer ability stage visit.,2025-03-21T15:56:27
8dba4c49-de31-4441-89fb-65417d3993bf,D017,C010,F001,809.75,40.49,80.98,General go room away human.,2025-01-17T00:25:43
e9846661-340e-4d74-a394-fcd904ad36a9,D012,C013,F002,602.2,30.11,60.22,Foot high just structure decade.,2025-02-15T03:46:13
7714873d-8688-4980-89d9-145479320b04,D010,C029,F002,457.53,22.88,45.75,Go hear detail voice.,2025-04-07T03:16:31
3d34b9d3-5775-4b3c-bdf2-a4689c252b2f,D007,C001,F003,287.2,14.36,28.72,Arm girl population hit author sound already.,2025-03-03T09:18:26
527947ed-91d6-4ee5-95cd-d3cc01eb9ccc,D019,C008,F003,181.01,9.05,18.1,Company citizen pass Mr senior high protect.,2025-02-21T13:22:17
66b53845-1c36-4946-9cbc-45f8a04bb6e0,D013,C007,F001,731.34,36.57,73.13,Hot everything rest while probably act cause.,2025-04-29T01:56:55
7038601d-afbe-4a8d-b9a3-ec0092a7519b,D015,C029,F001,429.95,21.5,43.0,Spring before town wait.,2025-03-12T16:00:03
01ce6326-dbbf-408d-a35d-692cfe80bf66,D006,C015,F002,506.37,25.32,50.64,Lawyer during cost however focus realize identify.,2025-02-10T20:07:16
b57db7ed-e2de-4b96-9375-8cfbea373165,D015,C015,F002,633.5,31.68,63.35,Lose draw growth throw prove say chance yourself.,2025-02-13T01:50:05
58a33a9c-6978-4a50-8cc3-36fad76b6fcb,D012,C016,F002,328.77,16.44,32.88,Nation when least sort.,2025-02-08T18:19:14
a85a36c7-cb00-4682-9728-1aa182333bc6,D019,C009,F001,944.77,47.24,94.48,Bar wide really grow person garden firm through.,2025-02-06T12:51:36
84a43384-7483-4b2e-869b-f5f95c15ecea,D017,C002,F005,509.67,25.48,50.97,Source coach thing meeting lay son.,2025-01-23T06:08:15
63843662-706d-48d2-85cf-c02396ef42ca,D007,C015,F003,334.29,16.71,33.43,Stand kid debate.,2025-01-03T03:43:12
b0e5d322-3ab4-4f8f-947e-939ce0256f0b,D017,C029,F001,500.33,25.02,50.03,Role store single benefit technology world.,2025-01-12T16:30:28
445083be-e0ad-44d9-91fa-dd18b04719be,D015,C013,F001,101.83,5.09,10.18,Design yes human than.,2025-04-05T06:16:48
9b510699-b96e-454d-9cb3-501870aeb30a,D006,C006,F004,358.03,17.9,35.8,See benefit individual care TV three course.,2025-01-16T05:40:28
91c35e54-87a9-468d-be0b-3aecd0b6a5b0,D003,C006,F002,796.18,39.81,79.62,Board enjoy direction system blue.,2025-02-01T06:55:16
6d87f888-b126-4438-82db-2c07a4ce06bf,D018,C006,F004,116.95,5.85,11.7,Thank quality together most wait.,2025-03-26T23:55:08
0ff473f3-a68a-4947-a82b-e5ca08f1029e,D011,C024,F003,117.83,5.89,11.78,Town ask detail near never along we.,2025-02-08T01:02:22
012e5e36-9d6b-4155-8e1b-460b73a54410,D016,C002,F001,107.94,5.4,10.79,Rich your road.,2025-01-09T17:33:54
68e1fe9a-bed4-4803-b2ea-54370a8b6a83,D014,C001,F002,894.68,44.73,89.47,Wait worry human exactly whether.,2025-03-08T00:08:57
98613f79-3d7c-4805-9495-564969f5e46f,D010,C017,F001,887.8,44.39,88.78,Office PM both consumer size capital information.,2025-03-08T10:30:35
387da213-a938-44b0-9627-8352cf78bca0,D007,C018,F005,444.44,22.22,44.44,Subject avoid read second here.,2025-04-22T23:01:43
5ae11472-4817-4c1a-b656-039f5013e331,D003,C008,F002,552.78,27.64,55.28,Camera same and possible wife few.,2025-01-26T02:04:46
0c9df3e9-2daf-4a6a-89b8-5593fdf1d012,D004,C016,F005,945.13,47.26,94.51,Tax rock there customer price glass.,2025-01-18T22:50:56
4c1a19e7-e6bf-407e-876f-05585e6e377f,D004,C028,F001,123.28,6.16,12.33,Up on Republican mother eight.,2025-03-31T06:55:59
425c38ab-11c3-45cb-aa68-a77174868f9d,D020,C025,F003,399.56,19.98,39.96,Part person watch put.,2025-02-17T12:49:19
6eb0ef06-bbb9-44f6-88d0-d6af11ad1623,D017,C022,F003,597.06,29.85,59.71,Now decision western watch ahead.,2025-02-01T23:26:22
327c5086-90e2-45cd-934d-3a8d928a51a2,D002,C021,F002,511.6,25.58,51.16,Small see son single hundred.,2025-04-17T08:53:10
f04385d5-dce9-42e2-b27e-c10a5d7c0ae1,D001,C016,F001,750.86,37.54,75.09,Vote condition bill couple.,2025-04-20T00:36:52
508cbaa3-1ff3-4468-a65c-f81905811612,D018,C012,F005,356.89,17.84,35.69,Customer wear issue adult good reason.,2025-04-20T21:58:05
e517d310-4f85-42cb-afa8-f4fdcd9ee261,D019,C005,F004,228.17,11.41,22.82,Evening page American hard voice argue behavior true.,2025-03-22T07:45:30
079ded85-6b03-47e5-a776-e7c4df791185,D008,C017,F003,101.39,5.07,10.14,Teacher civil big eight almost.,2025-04-02T00:05:05
5c520987-9701-4c94-acff-87df26e0549a,D012,C017,F002,696.86,34.84,69.69,Think inside huge language lose economic sit.,2025-04-12T05:22:58
5242b89f-7ac3-4ac0-b8af-175c0cf17331,D001,C006,F004,625.82,31.29,62.58,Level statement ahead country finally.,2025-02-22T03:53:56
b4e4201a-78e1-4553-a544-ab3d6bcad374,D007,C003,F005,245.35,12.27,24.54,Way same staff around physical plan game commercial.,2025-03-24T05:03:14
eafa13cf-0999-44c3-b2eb-fef7064f144f,D015,C030,F002,731.97,36.6,73.2,Seem suffer very or allow week month.,2025-03-09T14:36:10
1dd3cea0-fffe-442a-84d4-3f3722e5daae,D006,C005,F002,909.97,45.5,91.0,Huge stop parent step return effort.,2025-02-15T00:56:11
c767d446-4eba-4cb5-9eb3-966bd43e5c77,D002,C013,F002,610.72,30.54,61.07,Community magazine than movie green for four news.,2025-01-26T00:17:40
